course_number,section_number,professor,start_time,end_time,days,location
SPAN3180,001,Teresa T. Marrero,13:30,14:50,MW,Life Sciences Complex (LIFE) 337
SPAN3180,002,Teresa T. Marrero,15:30,16:50,MW,Business Leadership Building (BLB) 089
SPAN3520,001,Andrew J. Wahlert,12:00,12:50,MWF,Hickory Hall (HICK) 213
SPAN3520,002,Andrew J. Wahlert,11:30,12:50,MW,Matthews Hall (MATT) 109
SPAN3510,001,Maria Carpio Manickam,12:00,14:50,T,Wooten Hall (WH) 168
SPAN3510,002,Maria Carpio Manickam,08:30,09:50,TuTh,Art Annex (ARTA) 126
SPAN4040,001,Teresa T. Marrero,12:00,14:50,M,Life Sciences Complex (LIFE) 217
SPAN4040,002,Teresa T. Marrero,12:30,13:50,TuTh,Hickory Hall (HICK) 213
SPAN2040,001,Andrew J. Wahlert,10:00,10:50,MWF,General Academic Building (GAB) 360
SPAN2040,002,Andrew J. Wahlert,09:30,10:50,MW,General Academic Building (GAB) 115
SPAN2040,003,Cecilia R. Garcia,12:30,13:50,MW,Music Building (MUSI) 124
SPAN2040,004,Cecilia R. Garcia,09:00,09:50,MWF,General Academic Building (GAB) 371
SPAN2040,005,Connie C. Martinez,15:30,16:50,MW,General Academic Building (GAB) 112
SPAN2040,006,Connie C. Martinez,08:00,08:50,MWF,Life Sciences Complex (LIFE) 326
SPAN2040,007,Daniel Carrillo-Jara,14:00,14:50,MWF,Hickory Hall (HICK) 203
SPAN2040,008,Daniel Carrillo-Jara,16:30,17:50,TuTh,Art Annex (ARTA) 101
SPAN2040,009,Livia Bambacaro,12:30,13:50,MW,Music Building (MUSI) 113
SPAN2040,010,Livia Bambacaro,14:30,15:50,MW,Auditorium Building (AUD) 201
SPAN2040,011,Maria Carpio Manickam,12:30,13:50,MW,Hickory Hall (HICK) 229
SPAN2040,012,Maria Carpio Manickam,16:00,16:50,MWF,Chemistry Building (CHEM) 141
SPAN2040,013,Marla V. Estes,11:30,12:50,MW,Business Leadership Building (BLB) 143
SPAN2040,014,Marla V. Estes,12:00,12:50,MWF,Gateway Center (GATE) 071
SPAN2040,015,Samuel C. Manickam,13:30,14:50,MW,Music Building (MUSI) 125
SPAN2040,016,Samuel C. Manickam,12:00,12:50,MWF,Art Annex (ARTA) 117
SPAN1010,001,Cecilia R. Garcia,08:00,08:50,MWF,Business Leadership Building (BLB) 044
SPAN1010,002,Cecilia R. Garcia,13:00,13:50,MWF,Chemistry Building (CHEM) 145
SPAN1010,003,Eric L. Fuentes,08:00,08:50,MWF,Matthews Hall (MATT) 100
SPAN1010,004,Eric L. Fuentes,13:00,13:50,MWF,Matthews Hall (MATT) 310
SPAN1010,005,Esther Sanchez-Couto,14:30,15:50,TuTh,General Academic Building (GAB) 448
SPAN1010,006,Esther Sanchez-Couto,16:30,17:50,MW,Art Building (ART) 230
SPAN1010,007,Fernanda Uscanga Lomeli,10:00,10:50,MWF,Chemistry Building (CHEM) 296
SPAN1010,008,Fernanda Uscanga Lomeli,15:30,16:50,MW,Business Leadership Building (BLB) 198
SPAN1010,009,Jorge Aviles-Diz,10:00,10:50,MWF,General Academic Building (GAB) 359
SPAN1010,010,Jorge Aviles-Diz,08:00,08:50,MWF,Life Sciences Complex (LIFE) 132
SPAN1010,011,Karen C. Upchurch,08:30,09:50,MW,Hickory Hall (HICK) 245
SPAN1010,012,Karen C. Upchurch,12:00,12:50,MWF,Chemistry Building (CHEM) 104
SPAN1010,013,Marla V. Estes,13:00,13:50,MWF,Hickory Hall (HICK) 245
SPAN1010,014,Marla V. Estes,11:00,11:50,MWF,Art Annex (ARTA) 106
SPAN1010,015,Natali Herrera-Pacheco,15:00,15:50,MWF,Business Leadership Building (BLB) 070
SPAN1010,016,Natali Herrera-Pacheco,11:00,11:50,MWF,Art Building (ART) 218
SPAN1010,017,Natalie S. Thomas,14:00,14:50,MWF,Gateway Center (GATE) 122
SPAN1010,018,Natalie S. Thomas,12:00,12:50,MWF,Business Leadership Building (BLB) 146
SPAN1010,019,Steven J. Sheppard,13:00,13:50,MWF,Art Building (ART) 213
SPAN1010,020,Steven J. Sheppard,15:30,16:50,MW,Environmental Science Building (ENV) 259
SPAN1010,021,Yunet Puentes,13:00,13:50,MWF,General Academic Building (GAB) 374
SPAN1010,022,Yunet Puentes,09:30,10:50,TuTh,Life Sciences Complex (LIFE) 240
SPAN3050,001,Jongsoo Lee,11:30,12:50,MW,Language Building (LANG) 109
SPAN3050,002,Jongsoo Lee,10:00,10:50,MWF,Language Building (LANG) 110
SPAN3560,001,Maria Carpio Manickam,09:00,09:50,MWF,Life Sciences Complex (LIFE) 372
SPAN3560,002,Maria Carpio Manickam,16:30,17:50,MW,Business Leadership Building (BLB) 072
SPAN3120,001,Steven J. Sheppard,15:00,17:50,F,Wooten Hall (WH) 212
SPAN3120,002,Steven J. Sheppard,12:30,13:50,TuTh,Life Sciences Complex (LIFE) 342
SPAN1020,001,Andrew J. Wahlert,13:00,13:50,MWF,Life Sciences Complex (LIFE) 358
SPAN1020,002,Andrew J. Wahlert,09:00,09:50,MWF,Life Sciences Complex (LIFE) 356
SPAN1020,003,Eric L. Fuentes,14:00,14:50,MWF,Art Annex (ARTA) 105
SPAN1020,004,Eric L. Fuentes,16:00,16:50,MWF,Gateway Center (GATE) 086
SPAN1020,005,Esther Sanchez-Couto,11:00,11:50,MWF,Matthews Hall (MATT) 113
SPAN1020,006,Esther Sanchez-Couto,10:00,10:50,MWF,Hickory Hall (HICK) 215
SPAN1020,007,Livia Bambacaro,10:30,11:50,MW,Chemistry Building (CHEM) 173
SPAN1020,008,Livia Bambacaro,09:00,09:50,MWF,Gateway Center (GATE) 092
SPAN1020,009,Natali Herrera-Pacheco,10:00,10:50,MWF,Music Building (MUSI) 131
SPAN1020,010,Natali Herrera-Pacheco,11:00,11:50,MWF,Life Sciences Complex (LIFE) 129
SPAN1020,011,Nicholey E. Schwab,09:00,09:50,MWF,Auditorium Building (AUD) 208
SPAN1020,012,Nicholey E. Schwab,09:30,10:50,MW,Business Leadership Building (BLB) 148
SPAN1020,013,Steven J. Sheppard,10:30,11:50,TuTh,Gateway Center (GATE) 056
SPAN1020,014,Steven J. Sheppard,16:00,16:50,MWF,Language Building (LANG) 106
SPAN1020,015,Yunet Puentes,14:00,14:50,MWF,Hickory Hall (HICK) 215
SPAN1020,016,Yunet Puentes,09:00,09:50,MWF,Art Building (ART) 228
SPAN4320,001,Jorge Aviles-Diz,09:30,10:50,MW,General Academic Building (GAB) 318
SPAN4320,002,Jorge Aviles-Diz,15:30,16:50,MW,Auditorium Building (AUD) 220
SPAN4242,001,Samuel C. Manickam,14:00,16:50,W,Matthews Hall (MATT) 311
SPAN4242,002,Samuel C. Manickam,10:30,11:50,TuTh,Music Building (MUSI) 132
SPAN2050,001,Andrew J. Wahlert,08:00,08:50,MWF,Music Building (MUSI) 137
SPAN2050,002,Andrew J. Wahlert,15:00,15:50,MWF,Language Building (LANG) 105
SPAN2050,003,Cecilia R. Garcia,16:00,16:50,MWF,Music Building (MUSI) 117
SPAN2050,004,Cecilia R. Garcia,11:30,12:50,TuTh,Environmental Science Building (ENV) 226
SPAN2050,005,Connie C. Martinez,16:00,16:50,MWF,Wooten Hall (WH) 248
SPAN2050,006,Connie C. Martinez,12:30,13:50,MW,Art Building (ART) 212
SPAN2050,007,Emily R. Thurman,10:00,10:50,MWF,Business Leadership Building (BLB) 150
SPAN2050,008,Emily R. Thurman,14:30,15:50,TuTh,Wooten Hall (WH) 171
SPAN2050,009,Karen C. Upchurch,09:30,10:50,MW,Art Annex (ARTA) 118
SPAN2050,010,Karen C. Upchurch,12:00,12:50,MWF,Chemistry Building (CHEM) 224
SPAN2050,011,Marla V. Estes,10:00,10:50,MWF,Environmental Science Building (ENV) 166
SPAN2050,012,Marla V. Estes,11:30,12:50,TuTh,Chemistry Building (CHEM) 136
SPAN2050,013,Stella L. Reed,16:00,16:50,MWF,Wooten Hall (WH) 293
SPAN2050,014,Stella L. Reed,08:00,08:50,MWF,Hickory Hall (HICK) 234
BMEN4920,001,Vijay V. Vaidyanathan,15:30,16:50,MW,Environmental Science Building (ENV) 111
BMEN4920,002,Vijay V. Vaidyanathan,14:30,15:50,TuTh,General Academic Building (GAB) 301
BMEN4222,001,Xiaodan Shi,12:30,13:50,TuTh,Business Leadership Building (BLB) 205
BMEN4222,002,Xiaodan Shi,13:30,14:50,MW,Discovery Park (NTDP) F297
BMEN4900,001,Brian R. Meckes,10:00,12:50,T,Discovery Park (NTDP) G172
BMEN4900,002,Brian R. Meckes,09:30,10:50,MW,Discovery Park (NTDP) B189
BMEN4900,003,Vijay V. Vaidyanathan,08:00,10:50,Th,Art Building (ART) 218
BMEN4900,004,Vijay V. Vaidyanathan,14:00,16:50,Th,Discovery Park (NTDP) C243
BMEN2210,001,Vijay V. Vaidyanathan,13:00,13:50,MWF,Discovery Park (NTDP) E283
BMEN2210,002,Vijay V. Vaidyanathan,09:30,10:50,MW,Discovery Park (NTDP) D139
BMEN3312,001,Rita M. Patterson,16:30,17:50,MW,Discovery Park (NTDP) K166
BMEN3312,002,Rita M. Patterson,11:00,13:50,W,Gateway Center (GATE) 105
BMEN2900,001,Amir Jafari,13:30,14:50,TuTh,Discovery Park (NTDP) E138
BMEN2900,002,Amir Jafari,10:00,10:50,MWF,Discovery Park (NTDP) F172
BMEN2900,003,Brian R. Meckes,10:30,11:50,TuTh,Matthews Hall (MATT) 307
BMEN2900,004,Brian R. Meckes,13:30,14:50,MW,Art Building (ART) 204
BMEN2900,005,Lin Li,15:00,15:50,MWF,Discovery Park (NTDP) K136
BMEN2900,006,Lin Li,13:30,14:50,TuTh,Environmental Science Building (ENV) 218
BMEN2900,007,Melanie J. Ecker,08:00,08:50,MWF,Discovery Park (NTDP) J103
BMEN2900,008,Melanie J. Ecker,09:00,09:50,MWF,Wooten Hall (WH) 198
BMEN2900,009,Moo-Yeal D. Lee,16:00,16:50,MWF,General Academic Building (GAB) 415
BMEN2900,010,Moo-Yeal D. Lee,13:30,14:50,TuTh,Wooten Hall (WH) 138
BMEN2900,011,Tsz Yan Clement Chan,09:30,10:50,MW,Art Building (ART) 222
BMEN2900,012,Tsz Yan Clement Chan,10:00,10:50,MWF,Discovery Park (NTDP) D244
BMEN2900,013,Vijay V. Vaidyanathan,13:30,14:50,TuTh,Discovery Park (NTDP) J186
BMEN2900,014,Vijay V. Vaidyanathan,13:00,13:50,MWF,General Academic Building (GAB) 461
BMEN2900,015,Yong Yang,13:30,14:50,TuTh,Discovery Park (NTDP) B248
BMEN2900,016,Yong Yang,10:00,10:50,MWF,Discovery Park (NTDP) E113
BMEN1400,001,Xiaodan Shi,14:30,15:50,MW,Discovery Park (NTDP) D143
BMEN1400,002,Xiaodan Shi,14:00,14:50,MWF,Art Building (ART) 226
BMEN4326,001,Youngwook Won,16:30,17:50,TuTh,Discovery Park (NTDP) D232
BMEN4326,002,Youngwook Won,08:30,09:50,MW,Discovery Park (NTDP) F141
BMEN4319,001,Fateme Esmailie,13:30,14:50,TuTh,Matthews Hall (MATT) 303
BMEN4319,002,Fateme Esmailie,10:30,11:50,TuTh,Discovery Park (NTDP) K107
BMEN4320,001,Huaxiao Yang,16:00,16:50,MWF,Wooten Hall (WH) 109
BMEN4320,002,Huaxiao Yang,10:30,11:50,MW,Business Leadership Building (BLB) 181
BMEN4100,001,Amir Jafari,10:30,11:50,TuTh,General Academic Building (GAB) 405
BMEN4100,002,Amir Jafari,11:30,12:50,MW,Environmental Science Building (ENV) 292
BMEN4314,001,Xiaodan Shi,11:00,13:50,F,Discovery Park (NTDP) E221
BMEN4314,002,Xiaodan Shi,13:30,14:50,TuTh,Music Building (MUSI) 128
BMEN3321,001,Melanie J. Ecker,14:30,15:50,MW,Auditorium Building (AUD) 205
BMEN3321,002,Melanie J. Ecker,10:00,12:50,W,Discovery Park (NTDP) F228
BMEN2320,001,Vijay V. Vaidyanathan,16:30,17:50,TuTh,Environmental Science Building (ENV) 121
BMEN2320,002,Vijay V. Vaidyanathan,15:30,16:50,MW,Business Leadership Building (BLB) 251
CSCE2900,001,Qing Yang,09:30,10:50,MW,Discovery Park (NTDP) D147
CSCE2900,002,Qing Yang,10:00,10:50,MWF,Discovery Park (NTDP) M164
CSCE2900,003,Serdar Bozdag,11:00,11:50,MWF,Art Annex (ARTA) 130
CSCE2900,004,Serdar Bozdag,15:00,15:50,MWF,Discovery Park (NTDP) K125
CSCE2900,005,Song Fu,09:00,09:50,MWF,Discovery Park (NTDP) M164
CSCE2900,006,Song Fu,11:30,12:50,TuTh,Hickory Hall (HICK) 210
CSCE4815,001,Rajeev K. Azad,16:30,17:50,MW,Discovery Park (NTDP) E291
CSCE4815,002,Rajeev K. Azad,14:30,15:50,TuTh,Life Sciences Complex (LIFE) 140
CSCE3214,001,Beddhu Murali,14:00,16:50,M,Life Sciences Complex (LIFE) 257
CSCE3214,002,Beddhu Murali,14:00,16:50,M,Life Sciences Complex (LIFE) 235
CSCE3214,003,Ryan M. Garlick,09:00,11:50,F,Discovery Park (NTDP) K251
CSCE3214,004,Ryan M. Garlick,11:30,12:50,MW,Discovery Park (NTDP) J102
CSCE4560,001,Ali Zarafshani,13:00,15:50,F,Discovery Park (NTDP) B272
CSCE4560,002,Ali Zarafshani,13:00,13:50,MWF,Discovery Park (NTDP) E274
CSCE4560,003,Amir Mirzaeinia,12:30,13:50,TuTh,Music Building (MUSI) 105
CSCE4560,004,Amir Mirzaeinia,13:30,14:50,TuTh,Discovery Park (NTDP) K146
CSCE4565,001,Lotfi Ben Othmane,10:00,10:50,MWF,Discovery Park (NTDP) E113
CSCE4565,002,Lotfi Ben Othmane,14:00,16:50,F,Discovery Park (NTDP) B236
CSCE4380,001,Moawia Eldow,10:00,12:50,Th,Life Sciences Complex (LIFE) 135
CSCE4380,002,Moawia Eldow,15:30,16:50,TuTh,Discovery Park (NTDP) F169
CSCE4380,003,Russel L. Pears,15:30,16:50,MW,Art Annex (ARTA) 100
CSCE4380,004,Russel L. Pears,10:00,12:50,T,Hickory Hall (HICK) 232
CSCE4650,001,Amar Maharjan,14:00,16:50,Th,Discovery Park (NTDP) E217
CSCE4650,002,Amar Maharjan,10:00,12:50,M,Life Sciences Complex (LIFE) 337
CSCE3201,001,Lotfi Ben Othmane,11:00,11:50,MWF,Life Sciences Complex (LIFE) 129
CSCE3201,002,Lotfi Ben Othmane,15:00,17:50,F,Music Building (MUSI) 107
CSCE3201,003,Oluwatosin Oluwadare,16:30,17:50,MW,General Academic Building (GAB) 494
CSCE3201,004,Oluwatosin Oluwadare,11:00,13:50,Th,Discovery Park (NTDP) H149
CSCE4915,001,Pradhumna L. Shrestha,08:30,09:50,MW,Discovery Park (NTDP) M116
CSCE4915,002,Pradhumna L. Shrestha,15:00,15:50,MWF,Business Leadership Building (BLB) 035
CSCE3600,001,Amir Mirzaeinia,14:30,15:50,MW,Discovery Park (NTDP) E104
CSCE3600,002,Amir Mirzaeinia,11:00,13:50,M,Hickory Hall (HICK) 217
CSCE3600,003,Fernando Mosquera,10:00,12:50,W,Environmental Science Building (ENV) 174
CSCE3600,004,Fernando Mosquera,09:00,11:50,T,Auditorium Building (AUD) 201
CSCE3600,005,Siyuan Liu,10:00,12:50,T,Discovery Park (NTDP) K134
CSCE3600,006,Siyuan Liu,14:00,16:50,Th,Discovery Park (NTDP) J128
CSCE3600,007,Subharag Sarkar,14:00,16:50,Th,Discovery Park (NTDP) D177
CSCE3600,008,Subharag Sarkar,13:30,14:50,MW,Discovery Park (NTDP) F259
CSCE4250,001,Jonathon H. Doran,08:30,09:50,MW,Gateway Center (GATE) 133
CSCE4250,002,Jonathon H. Doran,13:00,15:50,M,Language Building (LANG) 103
CSCE3610,001,Fernando Mosquera,11:00,13:50,Th,Discovery Park (NTDP) J189
CSCE3610,002,Fernando Mosquera,15:30,16:50,TuTh,General Academic Building (GAB) 311
CSCE3550,001,Ali Zarafshani,15:00,15:50,MWF,Discovery Park (NTDP) F109
CSCE3550,002,Ali Zarafshani,14:30,15:50,TuTh,Discovery Park (NTDP) E174
CSCE3550,003,Jacob Hochstetler,12:00,14:50,T,Chemistry Building (CHEM) 123
CSCE3550,004,Jacob Hochstetler,12:00,14:50,M,Discovery Park (NTDP) F139
CSCE3550,005,Lotfi Ben Othmane,12:00,12:50,MWF,Life Sciences Complex (LIFE) 354
CSCE3550,006,Lotfi Ben Othmane,09:00,11:50,M,Discovery Park (NTDP) D115
CSCE3444,001,Bahar Dorri,16:30,17:50,TuTh,General Academic Building (GAB) 100
CSCE3444,002,Bahar Dorri,09:00,11:50,Th,Matthews Hall (MATT) 301
CSCE3444,003,Diana Rabah,09:30,10:50,TuTh,Discovery Park (NTDP) B237
CSCE3444,004,Diana Rabah,10:00,12:50,Th,Business Leadership Building (BLB) 176
CSCE3444,005,Hadiseh Gooranorimi,08:00,08:50,MWF,Life Sciences Complex (LIFE) 128
CSCE3444,006,Hadiseh Gooranorimi,10:30,11:50,TuTh,Matthews Hall (MATT) 106
CSCE3444,007,Jonathon H. Doran,09:00,09:50,MWF,Discovery Park (NTDP) E138
CSCE3444,008,Jonathon H. Doran,14:00,16:50,W,Art Building (ART) 225
CSCE3444,009,Mohsen Amini Salehi,09:30,10:50,MW,Discovery Park (NTDP) J195
CSCE3444,010,Mohsen Amini Salehi,08:00,10:50,W,Discovery Park (NTDP) F276
CSCE4160,001,Tong Shu,14:30,15:50,TuTh,Discovery Park (NTDP) B188
CSCE4160,002,Tong Shu,15:30,16:50,TuTh,Discovery Park (NTDP) H123
CSCE4290,001,Beddhu Murali,09:00,11:50,F,General Academic Building (GAB) 111
CSCE4290,002,Beddhu Murali,10:30,11:50,MW,Discovery Park (NTDP) D221
CSCE4290,003,Weishi Shi,16:30,17:50,MW,Matthews Hall (MATT) 312
CSCE4290,004,Weishi Shi,08:00,08:50,MWF,General Academic Building (GAB) 108
CSCE4999,001,Kirill Morozov,08:30,09:50,TuTh,Language Building (LANG) 108
CSCE4999,002,Kirill Morozov,16:30,17:50,MW,Auditorium Building (AUD) 212
CSCE4920,001,David M. Keathly,16:00,16:50,MWF,Business Leadership Building (BLB) 211
CSCE4920,002,David M. Keathly,12:00,12:50,MWF,Discovery Park (NTDP) G148
CSCE4930,001,Stephanie A. Ludi,16:30,17:50,TuTh,Discovery Park (NTDP) C142
CSCE4930,002,Stephanie A. Ludi,14:30,15:50,MW,Life Sciences Complex (LIFE) 307
CSCE4905,001,Diana Rabah,09:30,10:50,TuTh,Business Leadership Building (BLB) 063
CSCE4905,002,Diana Rabah,12:00,12:50,MWF,Life Sciences Complex (LIFE) 107
CSCE4355,001,Beddhu Murali,10:00,10:50,MWF,Life Sciences Complex (LIFE) 131
CSCE4355,002,Beddhu Murali,16:30,17:50,MW,Chemistry Building (CHEM) 142
CSCE2100,001,Bahar Dorri,12:00,12:50,MWF,Business Leadership Building (BLB) 008
CSCE2100,002,Bahar Dorri,14:00,14:50,MWF,Discovery Park (NTDP) C133
CSCE2100,003,Beilei Jiang,09:00,09:50,MWF,Discovery Park (NTDP) F281
CSCE2100,004,Beilei Jiang,15:00,15:50,MWF,Life Sciences Complex (LIFE) 123
CSCE2100,005,Jesus U. Quevedo,09:00,09:50,MWF,Business Leadership Building (BLB) 034
CSCE2100,006,Jesus U. Quevedo,08:30,09:50,TuTh,General Academic Building (GAB) 107
CSCE2100,007,Sayed K. Shah,13:00,13:50,MWF,Discovery Park (NTDP) E148
CSCE2100,008,Sayed K. Shah,08:00,08:50,MWF,Auditorium Building (AUD) 207
CSCE2100,009,Yuan Li,14:00,14:50,MWF,Art Building (ART) 208
CSCE2100,010,Yuan Li,09:30,10:50,MW,General Academic Building (GAB) 345
CSCE2100,011,Zeenat Tariq,16:00,16:50,MWF,Language Building (LANG) 101
CSCE2100,012,Zeenat Tariq,12:30,13:50,MW,Discovery Park (NTDP) E269
CSCE4050,001,Kirill Morozov,13:00,13:50,MWF,Discovery Park (NTDP) K140
CSCE4050,002,Kirill Morozov,15:30,16:50,TuTh,Discovery Park (NTDP) F280
CSCE4555,001,Mark D. Hoffman,16:30,17:50,TuTh,Life Sciences Complex (LIFE) 319
CSCE4555,002,Mark D. Hoffman,14:00,14:50,MWF,Discovery Park (NTDP) K270
CSCE1010,001,Diana Rabah,08:00,08:50,MWF,General Academic Building (GAB) 112
CSCE1010,002,Diana Rabah,09:30,10:50,MW,Discovery Park (NTDP) H111
CSCE1010,003,Rubenia Borge O. Borge Flores,08:00,08:50,MWF,Business Leadership Building (BLB) 211
CSCE1010,004,Rubenia Borge O. Borge Flores,11:00,11:50,MWF,Wooten Hall (WH) 205
CSCE4201,001,Subharag Sarkar,15:30,16:50,MW,Gateway Center (GATE) 114
CSCE4201,002,Subharag Sarkar,16:00,16:50,MWF,Discovery Park (NTDP) B280
CSCE4201,003,Xinrui Cui,08:00,08:50,MWF,Discovery Park (NTDP) E169
CSCE4201,004,Xinrui Cui,12:30,13:50,TuTh,Discovery Park (NTDP) K105
CSCE1035,001,Haili Wang,13:30,14:50,MW,Discovery Park (NTDP) J141
CSCE1035,002,Haili Wang,11:00,11:50,MWF,Discovery Park (NTDP) D152
CSCE1035,003,James Freedle,10:00,10:50,MWF,Discovery Park (NTDP) K101
CSCE1035,004,James Freedle,16:00,16:50,MWF,Discovery Park (NTDP) G166
CSCE1035,005,Subharag Sarkar,15:00,15:50,MWF,Discovery Park (NTDP) E125
CSCE1035,006,Subharag Sarkar,12:00,12:50,MWF,General Academic Building (GAB) 355
CSCE3560,001,Cihan Tunc,13:00,15:50,T,Discovery Park (NTDP) H152
CSCE3560,002,Cihan Tunc,14:00,16:50,F,Discovery Park (NTDP) K120
CSCE4927,001,Pradhumna L. Shrestha,10:30,11:50,MW,Discovery Park (NTDP) C240
CSCE4927,002,Pradhumna L. Shrestha,11:00,13:50,M,Discovery Park (NTDP) E106
CSCE4110,001,Bahar Dorri,08:00,08:50,MWF,Discovery Park (NTDP) G131
CSCE4110,002,Bahar Dorri,11:30,12:50,TuTh,Art Annex (ARTA) 140
CSCE4110,003,Pavlo Tymoshchuk,12:00,12:50,MWF,Gateway Center (GATE) 042
CSCE4110,004,Pavlo Tymoshchuk,11:00,11:50,MWF,Matthews Hall (MATT) 104
CSCE1045,001,Fernando Mosquera,13:00,13:50,MWF,Discovery Park (NTDP) E287
CSCE1045,002,Fernando Mosquera,14:00,14:50,MWF,Language Building (LANG) 107
CSCE1045,003,James Freedle,14:00,14:50,MWF,Discovery Park (NTDP) G195
CSCE1045,004,James Freedle,12:30,13:50,MW,Discovery Park (NTDP) E142
CSCE1045,005,Subharag Sarkar,11:00,11:50,MWF,Matthews Hall (MATT) 306
CSCE1045,006,Subharag Sarkar,08:30,09:50,MW,Discovery Park (NTDP) B233
CSCE2610,001,Beilei Jiang,11:00,11:50,MWF,Wooten Hall (WH) 163
CSCE2610,002,Beilei Jiang,14:30,15:50,TuTh,Art Annex (ARTA) 130
CSCE2610,003,Saqib Khalil,13:30,14:50,MW,Wooten Hall (WH) 182
CSCE2610,004,Saqib Khalil,10:00,10:50,MWF,Discovery Park (NTDP) G118
CSCE3612,001,Fernando Mosquera,12:00,12:50,MWF,Discovery Park (NTDP) E232
CSCE3612,002,Fernando Mosquera,10:30,11:50,TuTh,Discovery Park (NTDP) H123
CSCE1030,001,Beilei Jiang,08:00,08:50,MWF,Life Sciences Complex (LIFE) 373
CSCE1030,002,Beilei Jiang,13:30,14:50,MW,Life Sciences Complex (LIFE) 111
CSCE1030,003,Haili Wang,13:00,13:50,MWF,Art Annex (ARTA) 137
CSCE1030,004,Haili Wang,13:00,13:50,MWF,Music Building (MUSI) 109
CSCE1030,005,Pradhumna L. Shrestha,11:00,11:50,MWF,Matthews Hall (MATT) 308
CSCE1030,006,Pradhumna L. Shrestha,15:00,15:50,MWF,Discovery Park (NTDP) C102
CSCE3996,001,Rajeev K. Azad,08:30,09:50,TuTh,General Academic Building (GAB) 110
CSCE3996,002,Rajeev K. Azad,11:00,13:50,T,Discovery Park (NTDP) F188
CSCE2110,001,Bahar Dorri,08:30,09:50,MW,Discovery Park (NTDP) E114
CSCE2110,002,Bahar Dorri,09:30,10:50,MW,Discovery Park (NTDP) C204
CSCE2110,003,Jesus U. Quevedo,12:30,13:50,MW,Discovery Park (NTDP) F107
CSCE2110,004,Jesus U. Quevedo,15:30,16:50,MW,Life Sciences Complex (LIFE) 135
CSCE2110,005,Sayed K. Shah,11:30,12:50,MW,Life Sciences Complex (LIFE) 124
CSCE2110,006,Sayed K. Shah,12:00,12:50,MWF,Discovery Park (NTDP) A107
CSCE4902,001,David M. Keathly,08:00,10:50,T,Life Sciences Complex (LIFE) 381
CSCE4902,002,David M. Keathly,15:00,15:50,MWF,Discovery Park (NTDP) D114
CSCE4902,003,Stephanie A. Ludi,13:30,14:50,TuTh,Life Sciences Complex (LIFE) 140
CSCE4902,004,Stephanie A. Ludi,13:00,13:50,MWF,Discovery Park (NTDP) J114
CSCE4600,001,Jonathon H. Doran,11:30,12:50,TuTh,Art Annex (ARTA) 116
CSCE4600,002,Jonathon H. Doran,08:00,08:50,MWF,Discovery Park (NTDP) D245
CSCE4600,003,Mark D. Hoffman,10:00,12:50,Th,Discovery Park (NTDP) B283
CSCE4600,004,Mark D. Hoffman,16:30,17:50,MW,Discovery Park (NTDP) F223
CSCE3055,001,Diana Rabah,11:00,13:50,T,Discovery Park (NTDP) B152
CSCE3055,002,Diana Rabah,12:30,13:50,MW,Gateway Center (GATE) 083
CSCE3055,003,Hadiseh Gooranorimi,10:30,11:50,MW,Hickory Hall (HICK) 260
CSCE3055,004,Hadiseh Gooranorimi,09:00,11:50,W,Matthews Hall (MATT) 311
CSCE4010,001,Asif I. Baba,14:00,14:50,MWF,Life Sciences Complex (LIFE) 138
CSCE4010,002,Asif I. Baba,10:00,12:50,M,Discovery Park (NTDP) G157
CSCE4010,003,Moawia Eldow,14:30,15:50,TuTh,Hickory Hall (HICK) 216
CSCE4010,004,Moawia Eldow,12:30,13:50,MW,Discovery Park (NTDP) B135
CSCE4010,005,Paul Tarau,15:00,17:50,T,Discovery Park (NTDP) A115
CSCE4010,006,Paul Tarau,09:00,11:50,W,Matthews Hall (MATT) 303
CSCE4610,001,Hui Zhao,08:00,08:50,MWF,Discovery Park (NTDP) J123
CSCE4610,002,Hui Zhao,15:00,15:50,MWF,Environmental Science Building (ENV) 300
CSCE4535,001,Diana Rabah,15:00,17:50,Th,Chemistry Building (CHEM) 123
CSCE4535,002,Diana Rabah,10:00,12:50,W,Art Annex (ARTA) 111
CSCE4535,003,James Freedle,08:00,10:50,W,Discovery Park (NTDP) J106
CSCE4535,004,James Freedle,12:30,13:50,TuTh,Business Leadership Building (BLB) 164
CSCE4535,005,Subharag Sarkar,13:00,13:50,MWF,Auditorium Building (AUD) 218
CSCE4535,006,Subharag Sarkar,16:30,17:50,TuTh,Discovery Park (NTDP) B250
CSCE3420,001,Ryan M. Garlick,14:00,16:50,F,Matthews Hall (MATT) 309
CSCE3420,002,Ryan M. Garlick,15:00,17:50,W,Discovery Park (NTDP) B158
CSCE2210,001,Hadiseh Gooranorimi,09:30,10:50,TuTh,Matthews Hall (MATT) 105
CSCE2210,002,Hadiseh Gooranorimi,11:30,12:50,TuTh,Business Leadership Building (BLB) 150
CSCE4901,001,Diana Rabah,09:00,11:50,Th,Discovery Park (NTDP) E139
CSCE4901,002,Diana Rabah,13:30,14:50,MW,Gateway Center (GATE) 051
CSCE4240,001,Xiaohui Yuan,14:00,16:50,F,Discovery Park (NTDP) J159
CSCE4240,002,Xiaohui Yuan,08:00,10:50,F,Auditorium Building (AUD) 203
CSCE4300,001,Zeenat Tariq,10:00,12:50,T,Music Building (MUSI) 106
